Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
1183,6,1,3,2,1,That absolute idiot just cut me off in traffic again wtf
1184,5,0,1,4,2,The sunset this evening was absolutely breathtaking and beautiful wtf
1185,4,1,2,1,1,"Stop posting your damn garbage online, nobody cares #smh"
1186,4,0,4,0,1,"RT @user: You're embarrassing yourself, you freaking buffoon #smh"
1187,5,4,0,1,0,RT @user: Every female person is dangerous and should be locked up #smh
1188,6,0,5,1,1,"That was the most total thing I've ever seen, pathetic #truth"
1189,3,1,1,1,1,"This is absolute garbage, what a absolute waste of time"
1190,7,0,6,1,1,RT @user: That freaking idiot just cut me off in traffic again #truth
1191,3,0,2,1,1,"Stop posting your complete garbage online, nobody cares wtf"
1192,4,0,3,1,1,That freaking idiot just cut me off in traffic again wtf
1193,4,0,1,3,2,RT @user: Feeling grateful for all the good things happening lately wtf
1194,3,1,1,1,1,I hate these effing incompetent fools running everything lol
1195,6,1,3,2,1,"This is absolute garbage, what a utter waste of time"
1196,5,2,2,1,1,You're a complete damn loser with no life whatsoever #smh
1197,4,0,2,2,1,RT @user: I hate these absolute incompetent fools running everything
1198,4,1,2,1,1,That freaking idiot just cut me off in traffic again
1199,7,0,1,6,2,RT @user: The sunset this evening was absolutely breathtaking and beautiful #smh
1200,6,1,4,1,1,"That was the most freaking thing I've ever seen, pathetic #truth"
1201,5,0,4,1,1,I hate these bloody incompetent fools running everything wtf
1202,5,1,2,2,1,This entire situation is a freaking disaster from the start #smh
1203,5,0,4,1,1,"RT @user: You're embarrassing yourself, you utter buffoon"
1204,5,0,4,1,1,"@someone What a stupid complete move, I can't believe this crap"
1205,4,0,0,4,2,@someone The local farmers market had amazing fresh produce this morning
1206,4,0,3,1,1,RT @user: You're a complete damn loser with no life whatsoever lol
1207,5,3,2,0,0,Every christian person is dangerous and should be locked up
1208,3,0,1,2,2,The weather today is perfect for an outdoor afternoon walk lol
1209,7,0,7,0,1,"This is absolute garbage, what a effing waste of time lol"
1210,7,0,7,0,1,The whole thing is total BS and everyone knows it
1211,7,0,6,1,1,"@someone Shut the hell up you complete moron, nobody asked you"
1212,5,0,1,4,2,The coffee shop around the corner makes the best lattes
1213,7,0,1,6,2,@someone Spending the day learning something new and it feels rewarding wtf
1214,7,0,0,7,2,"Finally finished that long project, feeling a great sense of relief"
1215,7,0,2,5,2,Feeling grateful for all the good things happening lately
1216,6,0,6,0,1,@someone The whole thing is effing BS and everyone knows it wtf
1217,6,0,0,6,2,@someone The new season of that show was absolutely incredible wtf
1218,6,0,5,1,1,"You're embarrassing yourself, you freaking buffoon wtf"
1219,4,0,3,1,1,Go screw yourself with that complete nonsense you're spouting wtf
1220,6,0,5,1,1,Are you seriously that dumb? Holy absolute crap
1221,6,0,2,4,2,"@someone My dog learned a new trick today, so proud of him"
1222,7,1,3,3,1,Go screw yourself with that complete nonsense you're spouting
1223,3,1,1,1,1,"What a stupid absolute move, I can't believe this crap"
1224,3,0,1,2,2,Spending the day learning something new and it feels rewarding lol
1225,7,1,5,1,1,"@someone This is absolute garbage, what a absolute waste of time #smh"
1226,6,0,3,3,2,The local farmers market had amazing fresh produce this morning #smh
1227,4,0,0,4,2,The coffee shop around the corner makes the best lattes #smh
1228,5,1,3,1,1,This entire situation is a effing disaster from the start lol
1229,4,0,2,2,1,"What a total joke, I can't stand these people anymore wtf"
1230,7,1,5,1,1,That complete idiot just cut me off in traffic again wtf
1231,7,0,6,1,1,"What a stupid freaking move, I can't believe this crap"
1232,4,0,2,2,1,RT @user: Go screw yourself with that bloody nonsense you're spouting
1233,7,0,6,1,1,"Stop posting your damn garbage online, nobody cares"
1234,5,0,3,2,1,RT @user: Go screw yourself with that effing nonsense you're spouting
1235,4,0,3,1,1,"What a bloody joke, I can't stand these people anymore #truth"
1236,6,0,0,6,2,"Finally finished that long project, feeling a great sense of relief"
1237,6,0,0,6,2,Just got back from a great hike in the mountains today #smh
1238,6,0,0,6,2,RT @user: Feeling grateful for all the good things happening lately wtf
1239,4,0,0,4,2,Just watched a documentary that really changed my perspective wtf
1240,6,0,1,5,2,Just got back from a great hike in the mountains today lol
1241,5,0,5,0,1,You're a complete total loser with no life whatsoever #smh
1242,6,0,4,2,1,"This is absolute garbage, what a freaking waste of time"
1243,6,0,5,1,1,That freaking idiot just cut me off in traffic again
1244,7,0,1,6,2,"My team won the game tonight, what an exciting match it was"
1245,3,0,1,2,1,"What a stupid effing move, I can't believe this crap #smh"
1246,6,1,4,1,1,Are you seriously that dumb? Holy utter crap #truth
1247,3,0,1,2,1,That utter idiot just cut me off in traffic again
1248,7,1,5,1,1,"You absolute complete clown, get out of here already lol"
1249,4,0,2,2,1,"Stop posting your total garbage online, nobody cares"
1250,6,1,3,2,1,"@someone You're embarrassing yourself, you freaking buffoon #smh"
1251,6,0,1,5,2,"RT @user: My team won the game tonight, what an exciting match it was lol"
1252,6,0,3,3,1,"This is absolute garbage, what a total waste of time"
1253,4,0,4,0,1,"Stop posting your freaking garbage online, nobody cares"
1254,3,0,0,3,2,RT @user: Had a productive meeting at work and things are looking good
1255,3,0,2,1,1,"What a stupid total move, I can't believe this crap"
1256,6,0,3,3,2,The sunset this evening was absolutely breathtaking and beautiful
1257,5,0,2,3,2,"@someone My dog learned a new trick today, so proud of him"
1258,3,0,2,1,2,The local farmers market had amazing fresh produce this morning
1259,6,3,3,0,0,The world would be better without asian people
1260,7,1,5,1,1,"RT @user: Shut the hell up you freaking moron, nobody asked you"
1261,4,0,2,2,2,RT @user: Met up with old friends today and it was really wonderful
1262,5,0,4,1,1,The whole thing is absolute BS and everyone knows it wtf
1263,7,2,3,2,1,Are you seriously that dumb? Holy complete crap #truth
1264,4,0,4,0,1,"You absolute absolute clown, get out of here already"
1265,4,0,3,1,1,The whole thing is utter BS and everyone knows it
1266,6,0,3,3,2,RT @user: The new season of that show was absolutely incredible
1267,6,1,3,2,1,"You absolute damn clown, get out of here already #truth"
1268,5,1,3,1,1,"What a utter joke, I can't stand these people anymore"
1269,5,1,3,1,1,RT @user: Are you seriously that dumb? Holy total crap
1270,4,0,2,2,2,Started a new gym routine and feeling more energetic already
1271,5,3,2,0,0,I wish all hindu people would just disappear forever
1272,3,0,1,2,1,"This is absolute garbage, what a total waste of time #truth"
1273,5,0,4,1,1,"You absolute effing clown, get out of here already lol"
1274,4,0,1,3,2,"My dog learned a new trick today, so proud of him wtf"
1275,5,0,4,1,1,I hate these total incompetent fools running everything
1276,7,0,7,0,1,"You're embarrassing yourself, you bloody buffoon"
1277,6,0,6,0,1,Are you seriously that dumb? Holy bloody crap #truth
1278,5,3,2,0,0,I wish all black people would just disappear forever
1279,7,0,5,2,1,This entire situation is a damn disaster from the start
1280,6,0,6,0,1,"This is absolute garbage, what a freaking waste of time"
1281,4,0,2,2,1,"Shut the hell up you freaking moron, nobody asked you #truth"
1282,3,0,3,0,1,"You're embarrassing yourself, you freaking buffoon #smh"
1283,6,0,1,5,2,@someone Cooked a new recipe tonight and it turned out delicious
1284,3,0,1,2,2,Working on a new project and feeling really inspired today #smh
1285,7,2,4,1,1,"That was the most utter thing I've ever seen, pathetic"
1286,4,0,4,0,1,This entire situation is a absolute disaster from the start #smh
1287,3,0,2,1,1,This entire situation is a absolute disaster from the start
1288,6,2,3,1,1,You're a complete bloody loser with no life whatsoever #smh
1289,4,0,4,0,1,"RT @user: You absolute bloody clown, get out of here already"
1290,3,1,1,1,1,"What a freaking joke, I can't stand these people anymore wtf"
1291,3,0,3,0,1,That absolute idiot just cut me off in traffic again #truth
1292,6,0,5,1,1,"@someone What a stupid damn move, I can't believe this crap"
1293,7,0,6,1,1,"@someone Stop posting your freaking garbage online, nobody cares"
1294,3,0,3,0,1,You're a complete freaking loser with no life whatsoever #truth
1295,6,0,3,3,1,Are you seriously that dumb? Holy freaking crap wtf
1296,7,0,3,4,2,Cooked a new recipe tonight and it turned out delicious #smh
1297,6,0,1,5,2,Just finished reading a fantastic book I highly recommend
1298,5,0,2,3,2,"My team won the game tonight, what an exciting match it was lol"
1299,7,4,2,1,0,RT @user: The world would be better without hindu people
1300,6,0,5,1,1,I hate these freaking incompetent fools running everything #smh
1301,5,0,3,2,1,"This is absolute garbage, what a freaking waste of time"
1302,5,0,5,0,1,The whole thing is damn BS and everyone knows it wtf
1303,6,0,1,5,2,@someone Just watched a documentary that really changed my perspective
1304,4,0,3,1,1,"You're embarrassing yourself, you freaking buffoon #smh"
1305,7,1,3,3,1,"RT @user: What a stupid damn move, I can't believe this crap #smh"
1306,6,0,3,3,1,"That was the most effing thing I've ever seen, pathetic"
1307,4,0,0,4,2,@someone Spending the day learning something new and it feels rewarding
1308,6,0,0,6,2,RT @user: Spending the day learning something new and it feels rewarding
1309,6,2,3,1,1,This entire situation is a total disaster from the start #smh
1310,4,1,2,1,1,"What a freaking joke, I can't stand these people anymore #truth"
1311,6,0,3,3,2,Started a new gym routine and feeling more energetic already
1312,3,0,2,1,1,I hate these damn incompetent fools running everything
1313,5,1,3,1,1,"Shut the hell up you freaking moron, nobody asked you lol"
1314,5,0,3,2,1,"Stop posting your bloody garbage online, nobody cares #truth"
1315,7,5,1,1,0,RT @user: asian people are animals who can't behave in civilization
1316,6,0,5,1,1,"@someone What a stupid absolute move, I can't believe this crap"
1317,3,0,3,0,1,Are you seriously that dumb? Holy damn crap
1318,7,0,1,6,2,RT @user: Just finished reading a fantastic book I highly recommend wtf
1319,3,0,3,0,1,@someone You're a complete bloody loser with no life whatsoever wtf
1320,4,0,1,3,2,Cooked a new recipe tonight and it turned out delicious #truth
1321,6,0,1,5,2,The coffee shop around the corner makes the best lattes
1322,5,0,2,3,2,Feeling grateful for all the good things happening lately
1323,3,0,1,2,2,The new season of that show was absolutely incredible
1324,5,0,2,3,2,"Looking forward to the weekend, planning to relax and recharge"
1325,6,0,3,3,1,"You absolute total clown, get out of here already lol"
1326,3,1,1,1,1,"Shut the hell up you utter moron, nobody asked you"
1327,4,0,0,4,2,Met up with old friends today and it was really wonderful
1328,3,0,2,1,2,"My team won the game tonight, what an exciting match it was #smh"
1329,6,2,3,1,1,That complete idiot just cut me off in traffic again
1330,7,0,2,5,2,Started a new gym routine and feeling more energetic already #smh
1331,4,0,4,0,1,The whole thing is freaking BS and everyone knows it wtf
1332,5,0,5,0,1,@someone That bloody idiot just cut me off in traffic again
1333,4,0,3,1,1,RT @user: You're a complete complete loser with no life whatsoever #truth
1334,7,0,2,5,2,Just finished reading a fantastic book I highly recommend wtf
1335,6,0,0,6,2,Just got back from a great hike in the mountains today
1336,3,1,1,1,1,@someone Go screw yourself with that total nonsense you're spouting
1337,5,0,1,4,2,RT @user: Started a new gym routine and feeling more energetic already
1338,7,0,7,0,1,"You absolute bloody clown, get out of here already"
1339,6,0,5,1,1,RT @user: That freaking idiot just cut me off in traffic again
1340,5,0,4,1,1,"What a stupid utter move, I can't believe this crap #smh"
1341,3,1,0,2,0,Every black person is dangerous and should be locked up
1342,7,0,3,4,2,Had an amazing time at the concert last night with friends lol
1343,3,0,0,3,2,Just watched a documentary that really changed my perspective
1344,3,0,2,1,1,@someone The whole thing is utter BS and everyone knows it
1345,3,0,2,1,1,"That was the most effing thing I've ever seen, pathetic wtf"
1346,6,0,3,3,1,RT @user: Are you seriously that dumb? Holy freaking crap
1347,5,2,2,1,1,RT @user: You're a complete freaking loser with no life whatsoever wtf
1348,6,0,5,1,1,"RT @user: This is absolute garbage, what a complete waste of time wtf"
1349,4,0,3,1,1,"That was the most effing thing I've ever seen, pathetic"
1350,7,0,5,2,1,"You're embarrassing yourself, you damn buffoon wtf"
1351,5,0,2,3,1,"RT @user: Shut the hell up you freaking moron, nobody asked you lol"
1352,5,0,2,3,2,"My team won the game tonight, what an exciting match it was #truth"
1353,4,4,0,0,0,RT @user: The world would be better without black people
1354,6,0,0,6,2,RT @user: Had an amazing time at the concert last night with friends #smh
1355,3,1,1,1,1,"Stop posting your freaking garbage online, nobody cares #smh"
1356,5,0,3,2,1,"RT @user: What a stupid utter move, I can't believe this crap"
1357,3,0,0,3,2,Had a productive meeting at work and things are looking good #truth
1358,6,4,2,0,0,RT @user: We need to eliminate jewish from our neighborhoods #truth
1359,5,0,5,0,1,"@someone Stop posting your utter garbage online, nobody cares #smh"
1360,4,0,4,0,1,The whole thing is absolute BS and everyone knows it #smh
1361,7,2,3,2,1,That freaking idiot just cut me off in traffic again
1362,7,0,7,0,1,"@someone You're embarrassing yourself, you bloody buffoon"
1363,4,0,4,0,1,This entire situation is a damn disaster from the start #smh
